1520.000, -76.313
1520.004, -76.256
1520.008, -75.908
1520.012, -75.453
1520.016, -75.599
1520.020, -75.718
1520.024, -75.912
1520.028, -75.732
1520.032, -75.527
1520.036, -75.349
1520.040, -74.228
1520.044, -73.746
1520.048, -73.384
1520.052, -73.921
1520.056, -74.158
1520.060, -74.620
1520.064, -75.336
1520.068, -75.835
1520.072, -75.429
1520.076, -76.027
1520.080, -76.103
1520.084, -74.981
1520.088, -75.810
1520.092, -75.296
1520.096, -75.834
1520.100, -75.949
1520.104, -76.174
1520.108, -75.635
1520.112, -75.341
1520.116, -76.347
1520.120, -76.087
1520.124, -75.684
1520.128, -75.645
1520.132, -75.894
1520.136, -75.513
1520.140, -75.696
1520.144, -75.873
1520.148, -75.792
1520.152, -75.745
1520.156, -76.446
1520.160, -75.580
1520.164, -76.671
1520.168, -75.545
1520.172, -75.901
1520.176, -75.898
1520.180, -75.808
1520.184, -75.946
1520.188, -75.760
1520.192, -75.742
1520.196, -75.534
1520.200, -75.341
1520.204, -75.558
1520.208, -76.088
1520.212, -75.659
1520.216, -75.996
1520.220, -75.921
1520.224, -75.994
1520.228, -75.874
1520.232, -75.953
1520.236, -76.149
1520.240, -76.209
1520.244, -76.527
1520.248, -75.739
1520.252, -75.613
1520.256, -75.803
1520.260, -75.351
1520.264, -75.684
1520.268, -76.281
1520.272, -76.061
1520.276, -76.064
1520.280, -75.818
1520.284, -75.280
1520.288, -75.292
1520.292, -76.124
1520.296, -75.380
1520.300, -75.550
1520.304, -75.379
1520.308, -76.025
1520.312, -75.554
1520.316, -75.260
1520.320, -76.287
1520.324, -75.925
1520.328, -75.514
1520.332, -75.419
1520.336, -75.993
1520.340, -74.994
1520.344, -75.414
1520.348, -75.395
1520.352, -75.533
1520.356, -76.124
1520.360, -76.078
1520.364, -75.639
1520.368, -76.133
1520.372, -75.980
1520.376, -75.624
1520.380, -75.659
1520.384, -75.567
1520.388, -75.608
1520.392, -75.748
1520.396, -75.097
1520.400, -75.636
1520.404, -76.139
1520.408, -75.631
1520.412, -75.557
1520.416, -75.645
1520.420, -75.530
1520.424, -75.960
1520.428, -76.098
1520.432, -75.550
1520.436, -76.069
1520.440, -75.687
1520.444, -76.634
1520.448, -76.384
1520.452, -76.083
1520.456, -76.193
1520.460, -76.249
1520.464, -76.021
1520.468, -75.848
1520.472, -75.667
1520.476, -75.617
1520.480, -75.856
1520.484, -75.720
1520.488, -75.381
1520.492, -76.156
1520.496, -75.595
1520.500, -75.598
1520.504, -75.820
1520.508, -75.601
1520.512, -75.066
1520.516, -75.611
1520.520, -75.945
1520.524, -75.932
1520.528, -75.619
1520.532, -75.922
1520.536, -75.227
1520.540, -76.109
1520.544, -76.349
1520.548, -75.823
1520.552, -75.967
1520.556, -76.313
1520.560, -75.422
1520.564, -75.673
1520.568, -75.647
1520.572, -75.729
1520.576, -75.544
1520.580, -75.778
