1565.926,191.4473979,5.547653721,0.063421081
1565.762,191.4674504,3.275486885,0.127395967
1565.602,191.4870178,2.439629019,0.319924947
1565.434,191.5075679,1.396464369,0.359598739
1565.274,191.5271435,3.72466098,0.377765503
1565.11,191.5472127,6.081699001,0.304459122
1564.946,191.567286,1.149550728,0.292803677
1564.782,191.5873636,1.410133663,0.239501474
1564.618,191.6074454,0.234302218,0.173023322
1564.454,191.6275314,1.337513881,0.070005816
1564.294,191.6471315,3.212905503,0.084257926
1564.13,191.6672259,1.723879293,0.045121322
1563.966,191.6873244,2.378980832,0.069709092
1563.802,191.7074272,2.224012503,0.107876606
1563.638,191.7275341,0.92864158,0.318360388
1563.478,191.7471547,5.728522635,0.153997912
1563.314,191.76727,0.144353342,0.252505934
1563.15,191.7873896,4.940835396,0.064292024
1562.986,191.8075133,5.996697413,0.253313186
1562.826,191.8271503,3.172792535,0.241191944
1562.662,191.8472824,1.253281659,0.43113638
1562.502,191.8669275,6.101507352,0.453841995
1562.338,191.887068,3.957710134,0.473785981
1562.174,191.9072126,2.568522129,0.31365533
1562.014,191.9268701,2.277600735,0.251466867
1561.85,191.9470231,2.363393552,0.199830156
1561.686,191.9671803,0.16290492,0.424720753
1561.522,191.9873418,3.506717268,0.464337625
1561.362,192.0070157,0.872254955,0.465835664
1561.198,192.0271855,5.57816572,0.336993841
1561.038,192.0468675,0.12268957,0.421302032
1560.874,192.0670458,0.30793873,0.191826007
1560.71,192.0872282,5.699085763,0.522330852
1560.55,192.1069226,1.797000609,0.498828258
1560.386,192.1271134,2.565361779,0.483272213
1560.226,192.1468159,4.306813612,0.493772765
1560.062,192.1670152,5.475713751,0.530915281
1559.898,192.1872187,0.08147015,0.546672715
1559.738,192.2069335,4.519825603,0.52556058
1559.574,192.2271454,5.052106982,0.520281342
1559.414,192.2468684,2.361076698,0.480571976
1559.25,192.2670887,5.008597415,0.56115786
1559.086,192.2873132,2.514665087,0.536090077
1558.926,192.3070486,3.336462451,0.530191394
1558.766,192.326788,1.920365133,0.550696374
1558.602,192.3470251,0.484430113,0.54781893
1558.438,192.3672665,4.547019089,0.560737539
1558.278,192.3870182,2.530761822,0.576380354
1558.118,192.4067741,0.893704043,0.583917887
1557.958,192.426534,4.580177238,0.58820551
1557.794,192.4467921,1.321693548,0.301214312
1557.63,192.4670544,4.282066446,0.631846289
1557.47,192.4868267,2.329754119,0.119234414
1557.306,192.5070975,2.696722825,0.574164929
1557.146,192.526878,0.386244827,0.622102248
1556.982,192.5471573,0.942310183,0.45134232
1556.822,192.566946,6.160216,0.578617746
1556.662,192.5867388,6.153132331,0.627595812
1556.502,192.6065357,0.356641987,0.279637805
1556.338,192.6268317,0.583035239,0.635822201
1556.174,192.647132,0.413821079,0.562421758
1556.014,192.6669413,0.36530439,0.627999559
1555.854,192.6867547,0.294987705,0.517773546
1555.694,192.7065721,0.462464868,0.652574641
1555.53,192.7268892,1.834921229,0.665182752
1555.366,192.7472106,0.209233336,0.631254243
1555.206,192.7670405,4.802441494,0.658176233
1555.046,192.7868745,0.218142376,0.654830095
1554.886,192.8067125,0.264355301,0.612963804
1554.726,192.8265546,0.272864592,0.578944205
1554.562,192.8468971,0.222843157,0.596388167
1554.402,192.8667475,6.272452526,0.627955474
1554.242,192.886602,0.12158352,0.287352653
1554.082,192.9064605,0.522421823,0.584130039
1553.918,192.9268198,0.393420075,0.585392633
1553.758,192.9466867,5.591336121,0.348198044
1553.598,192.9665576,6.034660684,0.585604317
1553.438,192.9864327,3.605358064,0.588566709
1553.278,193.0063118,3.196536195,0.090024549
1553.114,193.0266922,1.747230873,0.61403589
1552.954,193.0465796,4.490263578,0.269476573
1552.794,193.0664711,1.120040512,0.543384154
1552.634,193.0863668,4.523032269,0.583288988
1552.474,193.1062665,2.715816045,0.59927997
1552.31,193.126668,0.530519078,0.624683264
1552.15,193.146576,4.342905221,0.580525608
1551.99,193.1664882,2.563387856,0.603119316
1551.83,193.1864044,0.970627638,0.55747772
1551.67,193.2063248,1.505081868,0.579708377
1551.506,193.2267474,5.04217096,0.632773022
1551.346,193.2466761,1.035500494,0.583720995
1551.186,193.2666089,4.370679198,0.588967093
1551.026,193.2865458,4.675231163,0.599232822
1550.866,193.3064868,2.434148998,0.576528672
1550.706,193.326432,3.095323844,0.520794546
1550.546,193.3463812,3.986481526,0.557280452
1550.386,193.3663346,5.365849741,0.555900425
1550.226,193.3862921,5.655608561,0.565598024
1550.066,193.4062537,1.495995032,0.541331182
1549.906,193.4262194,0.410627098,0.181443915
1549.746,193.4461892,6.230899814,0.459997456
1549.586,193.4661632,0.342367563,0.329726174
1549.426,193.4861413,4.656746524,0.538974036
1549.262,193.5066232,1.562203731,0.532753591
1549.102,193.5266096,4.409021319,0.391457523
1548.946,193.5461004,1.708335139,0.154296851
1548.786,193.566095,1.343051974,0.229189716
1548.626,193.5860937,0.502939632,0.280844146
1548.466,193.6060966,5.020497945,0.457295885
1548.302,193.6266039,2.321085217,0.420331158
1548.146,193.6461148,0.373787686,0.385283184
1547.986,193.6661301,4.222818463,0.230866424
1547.826,193.6861495,0.840604071,0.236468009
1547.666,193.706173,1.351550291,0.088097272
1547.506,193.7262007,5.513495643,0.246115748
1547.346,193.7462326,5.82642332,0.15306943
1547.186,193.7662686,3.595621075,0.274068204
1547.03,193.7858076,1.633730373,0.112660992
1546.87,193.8058518,0.805516912,0.049666182
1546.71,193.8259001,1.181309122,0.039894601
1546.55,193.8459526,5.063154127,0.075090012
1546.39,193.8660092,6.063473014,0.071001383
1546.234,193.8855684,0.493765267,0.156312211
1546.07,193.9061349,5.141797113,0.207719845
1545.91,193.926204,4.673274579,0.230554902
1545.75,193.9462772,5.43440584,0.328399963
1545.594,193.9658526,0.98144823,0.393440359
1545.434,193.985934,2.514877944,0.358081528
1545.274,194.0060196,0.814913491,0.343240861
